發生時間,發生地點,死亡受傷人數,車種,經度,緯度
111年04月01日 20時50分30秒,屏東縣東港鎮興農路1之10號,死亡2;受傷3,普通重型-機車;租賃車-小客車;乘客-人;乘客-人;乘客-人,120.470788,22.484601
111年04月02日 11時42分00秒,桃園市蘆竹區仁愛路3段前0.0公尺,死亡1;受傷1,營業用-小貨車(含客、貨兩用);乘客-人,121.310085,25.055441
111年04月02日 18時11分00秒,桃園市桃園區大興西路1段口 / 桃園市桃園區新埔六街口,死亡1;受傷0,自用-小客車;普通重型-機車,121.303024,25.013442
111年04月02日 20時40分00秒,彰化縣芳苑鄉後寮村斗苑路頂後段137號前0.0公尺前,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車,120.383056,23.953481
111年04月02日 23時15分00秒,新北市三重區光復路1段52號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車,121.470010,25.049169
111年04月03日 01時15分00秒,桃園市平鎮區台66線 20公里100.0公尺處東側,死亡1;受傷1,自用-小客車;乘客-人,121.209409,24.928406
111年04月03日 04時01分00秒,花蓮縣吉安鄉中正路2段299號前0.0公尺,死亡1;受傷0,普通重型-機車,121.582671,23.952284
111年04月03日 18時49分00秒,新北市金山區新北市金山區台二線道路與無名路附近39公里處,死亡1;受傷0,自用-小客車;行人-人,121.481488,25.009349
111年04月03日 20時38分00秒,彰化縣埔鹽鄉永平村番金路122-10號前0.0公尺,死亡1;受傷0,電動自行車-慢車,120.439210,24.021963
111年04月03日 22時33分28秒,臺南市歸仁區臺39、大德路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.272798,22.973302
111年04月04日 06時29分27秒,桃園市大溪區埔頂路一段357巷772弄112號前10.0公尺附近,死亡1;受傷0,普通重型-機車,121.271942,24.919473
111年04月04日 11時43分00秒,雲林縣虎尾鎮東屯里158公路包公廟旁路口,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-小客車,120.393062,23.707974
111年04月04日 14時19分00秒,屏東縣長治鄉瑞光路一段400號,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,120.512768,22.666259
111年04月04日 23時07分00秒,新北市新莊區中正路84號前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,121.457125,25.036989
111年04月05日 05時22分00秒,雲林縣斗六市成功路與榮譽路口,死亡1;受傷0,自用-小客車;行人-人,120.551301,23.705144
111年04月05日 12時10分00秒,彰化縣秀水鄉莊雅村秀中街 / 彰化縣秀水鄉莊雅村民華巷,死亡1;受傷0,普通重型-機車;自用-小客車,120.505666,24.026874
111年04月05日 16時08分00秒,臺中市太平區東汴里長龍路四段前0.0公尺,死亡1;受傷0,普通重型-機車,120.817777,24.086944
111年04月05日 23時00分41秒,雲林縣口湖鄉梧南村台61線南下車道252公里處附近,死亡1;受傷1,普通重型-機車;自用-小客車;自用-小客車;普通重型-機車;自用-小客車,120.186330,23.544064
111年04月06日 09時40分00秒,宜蘭縣五結鄉溪濱路3段前0.0公尺附近,死亡1;受傷0,行人-人;營業用-曳引車,121.782855,24.712561
111年04月06日 11時31分00秒,澎湖縣湖西鄉縣204線 6公里700.0公尺處東側向內側,死亡1;受傷1,普通重型-機車;普通重型-機車,119.634516,23.560593
111年04月07日 09時09分00秒,彰化縣二林鎮中西里二城路812號前0.0公尺前,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小客車,120.361859,23.891674
111年04月07日 09時51分54秒,臺南市安南區安清路環保高幹148號路燈燈桿,死亡1;受傷0,自用-小客車,120.088330,23.046675
111年04月07日 18時48分00秒,雲林縣臺西鄉永豐村雲3-2線(農電36電桿),死亡1;受傷0,普通重型-機車,120.193566,23.722971
111年04月07日 22時25分00秒,桃園市龍潭區聖亭路八德段631號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,121.197781,24.887171
111年04月08日 05時12分00秒,臺南市安南區安和路1段328號,死亡1;受傷1,普通重型-機車;普通重型-機車,120.212430,23.032880
111年04月08日 08時27分00秒,雲林縣斗南鎮新光里光華路106號前,死亡1;受傷0,腳踏自行車-慢車;自用-小貨車(含客、貨兩用),120.482505,23.685843
111年04月08日 08時54分00秒,桃園市中壢區山東里月桃路二段168號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.170310,25.018556
111年04月08日 09時20分00秒,臺中市大甲區德化里東西八路 / 臺中市大甲區德化里南北四路,死亡1;受傷0,普通重型-機車;自用-小客車,120.618579,24.367622
111年04月08日 09時28分26秒,宜蘭縣三星鄉農義路3段口 / 宜蘭縣三星鄉尚貴路1段口,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用),121.711046,24.692451
111年04月08日 14時23分00秒,新北市板橋區新北市板橋區浮洲橋機車專用道樹林往板橋032677號燈桿,死亡1;受傷2,普通重型-機車;腳踏自行車-慢車;乘客-人,121.467731,25.006527
111年04月09日 05時22分00秒,雲林縣西螺鎮光華里西螺大橋路燈252350號前,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,120.461237,23.813311
111年04月10日 02時23分00秒,高雄市彌陀區中正東路131號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.251406,22.781934
111年04月10日 16時57分00秒,臺中市北屯區東山路2段前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車,120.746151,24.190791
111年04月10日 19時01分00秒,宜蘭縣宜蘭市環市東路2段口 / 宜蘭縣宜蘭市縣民大道2段口,死亡1;受傷0,其他慢車-慢車;自用-小貨車(含客、貨兩用),121.771897,24.740437
111年04月10日 22時50分00秒,高雄市內門區台3省道 / 高雄市內門區高123鄉道,死亡1;受傷2,自用-小客車;自用-小客車;乘客-人,120.456400,22.927370
111年04月11日 05時45分00秒,高雄市路竹區中華路308號前0.0公尺,死亡1;受傷0,普通重型-機車,120.251000,22.853460
111年04月11日 08時31分00秒,嘉義縣新港鄉南崙村145甲線11公里400公尺處北向車道,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);遊覽車-大客車;乘客-人,120.353910,23.586531
111年04月11日 21時45分00秒,高雄市三民區中都街 / 高雄市三民區同盟三路,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.284956,22.639266
111年04月12日 11時27分00秒,新北市淡水區民權路 / 新北市淡水區民富街,死亡1;受傷0,普通重型-機車;計程車-小客車,121.459908,25.138057
111年04月12日 13時22分00秒,桃園市龜山區樂善二路口 / 桃園市龜山區樂善街,死亡1;受傷0,自用-大貨車;普通重型-機車,121.382562,25.047032
111年04月12日 23時17分00秒,臺中市潭子區福仁里中山路二段 / 臺中市潭子區福仁里圓通南路,死亡1;受傷0,自用-小客車;行人-人,120.705022,24.207144
111年04月13日 10時33分33秒,桃園市大園區國際路3段口 / 桃園市大園區漁港路,死亡1;受傷0,普通重型-機車;自用-大貨車;租賃車-小客車;營業用-大貨車,121.242241,25.107848
111年04月13日 19時19分00秒,新竹市北區延平路二段1592號,死亡1;受傷1,行人-人;自用-小客車,120.927458,24.824712
111年04月14日 05時00分00秒,新北市新店區新北市新店區中央路192號前,死亡1;受傷0,行人-人;自用-小客車,121.530691,24.974169
111年04月14日 07時28分17秒,臺南市新化區台南市新化區北勢里北勢113號機慢車優先道往北200公尺附近,死亡1;受傷0,普通重型-機車,120.288439,23.053150
111年04月14日 13時13分18秒,雲林縣北港鎮145公路與產業道路,死亡1;受傷1,電動自行車-慢車;自用-小貨車(含客、貨兩用),120.318384,23.593785
111年04月14日 13時43分00秒,臺中市北區健行里中清路一段 / 臺中市北區健行里德化街,死亡1;受傷0,自用-小客車;普通重型-機車,120.674848,24.161665
111年04月14日 14時23分00秒,彰化縣彰化市牛埔里彰南路3段 / 彰化縣彰化市牛埔里彰興路2段,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.604502,24.080678
111年04月14日 14時42分00秒,新北市板橋區縣民大道2段前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,121.463636,25.014331
111年04月14日 14時50分00秒,高雄市仁武區澄觀路1308號前0.0公尺前,死亡1;受傷0,大型重型1(550C.C.以上)-機車;自用-小貨車(含客、貨兩用),120.346885,22.682726
111年04月14日 14時59分41秒,宜蘭縣員山鄉枕山路燈桿編號09130號旁,死亡1;受傷0,普通重型-機車,121.713717,24.763043
111年04月14日 15時32分00秒,新竹市香山區明湖路電桿青草高幹57A2D9581DB75前,死亡1;受傷0,普通重型-機車,120.972141,24.771218
111年04月14日 15時57分00秒,屏東縣佳冬鄉武丁路29-4號前0.0公尺附近,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.538258,22.450477
111年04月14日 21時25分00秒,苗栗縣後龍鎮台6線1.5公里處,死亡1;受傷0,自用-小客車,120.772234,24.605585
111年04月15日 05時12分00秒,雲林縣元長鄉長南村台19、元長外環道南端,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),120.312578,23.643860
111年04月15日 08時38分00秒,高雄市楠梓區高楠公路機慢車道號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.325696,22.714882
111年04月15日 21時43分00秒,桃園市蘆竹區富宏街112巷前0.0公尺附近,死亡1;受傷1,普通重型-機車;乘客-人,121.265240,25.032086
111年04月15日 21時48分00秒,彰化縣溪湖鎮西溪里員鹿路2段20號前0.0公尺前,死亡1;受傷0,營業用-大貨車;普通重型-機車;自用-小客車,120.483555,23.966907
111年04月16日 04時49分03秒,屏東縣九如鄉黃金路57號前,死亡1;受傷0,普通重型-機車;自用-小客車,120.522850,22.731857
111年04月16日 06時30分00秒,嘉義縣中埔鄉中崙村台3線301.6公里處,死亡1;受傷0,普通重型-機車,120.567489,23.375775
111年04月16日 07時45分00秒,彰化縣永靖鄉永興村東彰路8段 / 彰化縣永靖鄉永興村新興巷,死亡1;受傷1,普通重型-機車;普通重型-機車,120.575270,23.924140
111年04月16日 17時01分00秒,苗栗縣頭份市蘆竹里工業路99號,死亡1;受傷0,自用-小客車,120.882126,24.675089
111年04月16日 19時10分00秒,屏東縣麟洛鄉中山路158號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.527264,22.650652
111年04月16日 21時34分00秒,臺中市南區福興里南平路 / 臺中市南區福興里美村路二段,死亡1;受傷0,行人-人;自用-小客車,120.665804,24.123490
111年04月17日 08時29分00秒,新北市新莊區新北市新莊區重新堤外道路與重新堤外道路10K+100往三重,死亡1;受傷2,普通重型-機車;普通重型-機車;自用-小客車;自用-小客車;乘客-人,121.453971,25.033547
111年04月17日 15時40分00秒,新北市三重區新北市三重區疏洪十二路(往疏洪5方向),死亡1;受傷0,普通重型-機車,121.472134,25.064110
111年04月17日 16時30分00秒,臺中市清水區南社里中華路 / 臺中市清水區南社里中華路,死亡1;受傷0,自用-小客車;普通重型-機車,120.562178,24.263315
111年04月17日 19時29分00秒,臺南市官田區南廍里台1線302.2K南下與南廍里福安宮牌樓前路口,死亡1;受傷0,自用-小客車;大型重型2(250-550C.C.)-機車,120.307196,23.214016
111年04月17日 19時40分23秒,臺南市永康區和平東路52號南側,死亡1;受傷0,普通重型-機車;民營客運-大客車,120.268963,23.056344
111年04月18日 05時11分12秒,臺南市歸仁區南興里中山路三段551巷85號前0.0公尺附近,死亡1;受傷0,普通重型-機車,120.271093,22.963542
111年04月18日 08時23分00秒,高雄市苓雅區中正一路 / 高雄市苓雅區輔仁路,死亡1;受傷0,營業用-大貨車;腳踏自行車-慢車,120.332313,22.627978
111年04月18日 11時24分00秒,彰化縣伸港鄉全興村全興路44-5號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.489952,24.172792
111年04月18日 21時48分00秒,雲林縣斗六市榴南路95號附近,死亡1;受傷0,自用-小客車;行人-人,120.585407,23.714014
111年04月18日 23時31分00秒,彰化縣花壇鄉花壇村茄苳路133號前0.0公尺前,死亡1;受傷2,自用-小客車;乘客-人;乘客-人,120.536096,24.017965
111年04月19日 04時42分00秒,臺北市士林區承德路5段80號前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,121.514768,25.094428
111年04月19日 17時44分00秒,嘉義縣水上鄉大堀村168線23.6K,死亡1;受傷1,自用-小客車;普通重型-機車,120.371282,23.443440
111年04月19日 19時00分00秒,南投縣魚池鄉東光村興善巷63-1號前0.0公尺附近,死亡1;受傷1,普通重型-機車;行人-人,120.964862,23.889185
111年04月20日 08時35分00秒,彰化縣溪湖鎮光平里東環路 / 彰化縣溪湖鎮光平里信善街,死亡1;受傷0,自用-大貨車;行人-人,120.480553,23.964843
111年04月21日 00時46分00秒,雲林縣莿桐鄉台一丁線270530號燈桿前,死亡1;受傷0,普通重型-機車,120.508404,23.750826
111年04月21日 04時44分00秒,高雄市仁武區水管路3段276號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.358772,22.703802
111年04月21日 06時16分00秒,基隆市中正區基隆市中正區北寧路250-8號(16174路燈),死亡1;受傷0,普通重型-機車;公營公車-大客車,121.783535,25.145940
111年04月21日 07時50分00秒,臺中市龍井區忠和里中山一路二段 / 臺中市龍井區忠和里中山中路二段,死亡1;受傷0,租賃車-小客車;普通重型-機車,120.536991,24.216835
111年04月21日 11時04分00秒,臺南市柳營區重溪里義士路2段990號前0.0公尺,死亡1;受傷0,普通重型-機車,120.346641,23.289640
111年04月21日 20時12分00秒,新竹縣新豐鄉建興路1段194之10號前0.0公尺附近,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.993760,24.876965
111年04月22日 09時57分00秒,臺南市佳里區文新里公園路口 / 臺南市佳里區文新里義民街口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.172658,23.161281
111年04月22日 10時52分00秒,雲林縣莿桐鄉埔尾村油車48之20號旁〈電桿饒平57前〉,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.527244,23.748400
111年04月22日 11時53分00秒,臺中市龍井區龍津里觀光路 / 臺中市龍井區龍津里觀光路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.531083,24.195583
111年04月22日 18時40分09秒,臺南市南區喜樹路東側 / 臺南市南區喜樹路,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車,120.179736,22.943143
111年04月23日 01時00分22秒,雲林縣古坑鄉縣158甲線 40公里200.0公尺處西側向外側,死亡1;受傷3,自用-小客車;乘客-人;乘客-人;乘客-人,120.579115,23.646932
111年04月23日 04時36分00秒,新竹縣新豐鄉新興路、忠信街口,死亡1;受傷0,普通重型-機車;自用-小客車,121.005867,24.878337
111年04月23日 05時35分00秒,嘉義市西區國華里林森西路203號前0.0公尺前,死亡1;受傷1,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,120.446383,23.482842
111年04月23日 05時53分00秒,臺東縣臺東市東49-1鄉道與南王橋交叉路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.109926,22.780085
111年04月23日 06時17分00秒,新北市板橋區新北市板橋區環河西路與華江七路010779燈桿旁,死亡1;受傷0,大型重型2(250-550C.C.)-機車,121.487540,25.014051
111年04月23日 07時24分37秒,屏東縣枋寮鄉枋寮鄉中華路517號前,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.599368,22.392308
111年04月23日 09時48分00秒,新竹縣竹北市中華路頭前溪橋南下機車道(電桿63001處),死亡1;受傷2,普通重型-機車;普通重型-機車;普通重型-機車,120.993368,24.834687
111年04月23日 14時34分00秒,屏東縣里港鄉塔樓村里嶺路203號前,死亡1;受傷1,普通重型-機車;普通重型-機車,120.484814,22.769406
111年04月23日 14時45分00秒,高雄市路竹區中山路 / 高雄市路竹區大仁路,死亡1;受傷0,營業用-大貨車;腳踏自行車-慢車,120.254300,22.873850
111年04月23日 19時16分00秒,桃園市大溪區仁美里介壽路口 / 桃園市大溪區新光東路,死亡1;受傷0,自用-小客車;普通重型-機車,121.291229,24.917861
111年04月23日 19時22分00秒,雲林縣西螺鎮吳厝里156縣道路燈254883號前,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.428803,23.746352
111年04月23日 19時38分00秒,高雄市六龜區台27甲省道0.6KM號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.641360,23.000707
111年04月24日 06時22分00秒,臺中市豐原區北陽里豐原大道四段前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.732158,24.246411
111年04月24日 08時22分00秒,彰化縣北斗鎮中寮里斗苑路2段248號前0.0公尺,死亡1;受傷0,普通重型-機車,120.512653,23.876398
111年04月24日 09時15分00秒,屏東縣九如鄉玉水村九如路一段口 / 屏東縣九如鄉玉水村堤防路附近,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.488026,22.707797
111年04月25日 06時55分22秒,屏東縣崁頂鄉垃圾車專用道,死亡1;受傷0,普通重型-機車,120.510069,22.512623
111年04月25日 11時20分00秒,高雄市六龜區台27省道1.2KM號前0.0公尺南側,死亡1;受傷0,腳踏自行車-慢車,120.671554,23.063935
111年04月25日 17時20分00秒,新竹市香山區玄奘路路燈燈桿編號183014號,死亡1;受傷0,普通重型-機車;民營客運-大客車,120.946332,24.770291
111年04月25日 18時58分00秒,臺中市清水區秀水里橋江北街1段前0.0公尺附近,死亡1;受傷0,普通重型-機車;自用-小客車,120.568557,24.281061
111年04月26日 01時14分00秒,臺北市萬華區漢中街 / 臺北市萬華區成都路,死亡1;受傷0,自用-小客車;行人-人,121.507516,25.042377
111年04月26日 06時31分36秒,新竹縣新豐鄉中崙175-1號前(路燈07281附近),死亡1;受傷0,普通重型-機車;營業用-大貨車,121.011536,24.894405
111年04月26日 06時34分10秒,桃園市觀音區台66線平面道路口 / 桃園市觀音區台61線平面道路口,死亡1;受傷0,營業用-大貨車;普通重型-機車,121.054174,25.029176
111年04月26日 07時43分35秒,臺南市下營區仁里里環營南路2段179號往東50公尺處路口,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.253319,23.225199
111年04月26日 08時51分00秒,桃園市大園區圳頭里中華路口 / 桃園市大園區圳頭里無名巷口,死亡1;受傷0,自用-小客車;營業用-曳引車,121.209178,25.074136
111年04月26日 10時34分00秒,新北市新店區安和路2段 / 新北市新店區安平路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.518209,24.968582
111年04月26日 11時40分00秒,花蓮縣壽豐鄉池南路3段33號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.506116,23.913396
111年04月26日 17時05分00秒,彰化縣鹿港鎮詔安里詔安巷250號前180.0公尺北側,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.453839,24.085898
111年04月27日 07時04分00秒,雲林縣斗六市科屯一路,死亡1;受傷0,普通重型-機車;自用-大貨車,120.534837,23.740436
111年04月27日 07時05分43秒,嘉義縣東石鄉塭仔村村里道路,死亡1;受傷0,普通重型-機車,120.175578,23.442963
111年04月27日 07時54分00秒,臺南市下營區西連里西寮1之21號,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.256594,23.208850
111年04月27日 08時30分00秒,嘉義縣東石鄉三家村12鄰三塊厝12號之3前,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.172961,23.471710
111年04月27日 14時04分28秒,宜蘭縣宜蘭市東港橋上(6270路燈附近),死亡1;受傷0,普通重型-機車,121.760873,24.756887
111年04月27日 14時30分00秒,彰化縣彰化市阿夷里金馬路1段505號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;營業用-曳引車,120.553233,24.098045
111年04月27日 16時40分13秒,臺南市仁德區成功里二仁路二段600號前0.0公尺附近,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.220954,22.943314
111年04月27日 16時59分55秒,南投縣南投市千秋路217巷白毫幹155電桿附近,死亡1;受傷0,普通重型-機車,120.706731,23.891314
111年04月27日 18時20分00秒,臺南市鹽水區岸內里松子腳206號(北門路路段),死亡1;受傷1,普通重型-機車;行人-人,120.263870,23.323991
111年04月27日 21時08分00秒,彰化縣彰化市光華里中華路 / 彰化縣彰化市光華里成功路,死亡1;受傷1,普通重型-機車;普通重型-機車,120.541771,24.078355
111年04月28日 05時03分00秒,桃園市觀音區新華路一段1008號前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車,121.123360,25.000805
111年04月28日 09時05分00秒,彰化縣鹿港鎮埔崙里自由路 / 彰化縣鹿港鎮埔崙里平等路,死亡1;受傷1,普通重型-機車;普通重型-機車,120.438337,24.063783
111年04月28日 09時13分00秒,高雄市路竹區大公路1之6號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.225400,22.872570
111年04月28日 18時22分00秒,高雄市岡山區公園西路22號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車,120.289082,22.799041
111年04月28日 19時38分00秒,臺中市大雅區西寶里昌平路三段 / 臺中市大雅區西寶里昌平路三段,死亡1;受傷0,自用-小客車;普通重型-機車,120.676286,24.201206
111年04月28日 21時13分00秒,高雄市鳳山區新富路286號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.341728,22.612812
111年04月29日 09時40分46秒,苗栗縣頭份市中華路1531號前,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.917294,24.697077
111年04月29日 11時45分00秒,臺中市東勢區東坑路石麻巷前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.859825,24.227543
111年04月29日 12時10分00秒,高雄市三民區金鼎路 / 高雄市三民區大裕路,死亡1;受傷0,租賃車-小客車;普通重型-機車,120.328522,22.662730
111年04月30日 09時16分00秒,嘉義縣民雄鄉豐收村好收58之1附3旁,死亡1;受傷0,普通重型-機車,120.447564,23.561668
111年04月30日 16時34分00秒,嘉義縣溪口鄉本厝村厝子22號前,死亡1;受傷0,腳踏自行車-慢車,120.401622,23.563670
111年04月30日 23時39分00秒,彰化縣福興鄉西勢村柳橋路7段前0.0公尺,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.439300,24.042874
111年05月01日 00時24分00秒,新北市土城區金城路3段口 / 新北市土城區峰廷街口,死亡1;受傷2,大型重型1(550C.C.以上)-機車;普通重型-機車;乘客-人;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,121.468399,24.988197
111年05月01日 01時29分20秒,屏東縣高樹鄉高樹村青雲路1之3號前,死亡1;受傷0,自用-小客車,120.600256,22.827500
111年05月01日 01時48分00秒,彰化縣溪州鄉尾厝村中山路4段 / 彰化縣溪州鄉尾厝村文化路,死亡1;受傷0,行人-人,120.513294,23.869162
111年05月01日 03時35分00秒,高雄市大樹區統嶺路統嶺0137燈桿號前0.0公尺,死亡1;受傷0,普通重型-機車,120.428905,22.776890
111年05月01日 04時54分20秒,苗栗縣後龍鎮苗九縣道-海寶國小(苗栗縣後龍鎮海寶里5鄰52之2號)前,死亡1;受傷0,自用-小客車;腳踏自行車-慢車;自用-小客車;乘客-人,120.820526,24.661384
111年05月01日 08時36分09秒,臺南市麻豆區埤頭里小埤高幹34旁路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.234869,23.199020
111年05月01日 19時03分00秒,高雄市內門區高117鄉道永富11燈桿號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.493900,22.935360
111年05月01日 22時15分00秒,臺中市西屯區港尾里中科路 / 臺中市西屯區港尾里經貿八路,死亡1;受傷1,自用-小客車;乘客-人,120.654173,24.194518
111年05月02日 00時43分00秒,屏東縣潮州鎮華興路口 / 屏東縣潮州鎮民生路口,死亡1;受傷0,自用-小客車,120.540174,22.546683
111年05月02日 03時20分00秒,臺北市萬華區忠孝西路2段 / 臺北市萬華區西寧南路,死亡1;受傷0,行人-人;計程車-小客車;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用),121.507550,25.048491
111年05月02日 05時46分00秒,高雄市仁武區義大二路仁福0279燈桿號前0.0公尺,死亡1;受傷0,自用-小客車;民營客運-大客車,120.397700,22.728390
111年05月02日 16時26分10秒,新竹縣新埔鎮新關路737號前0.0公尺附近,死亡1;受傷0,其他人-人;普通重型-機車;自用-小貨車(含客、貨兩用),121.092278,24.822695
111年05月02日 16時28分00秒,屏東縣長治鄉長興路427-1號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.512797,22.681449
111年05月03日 07時58分00秒,臺南市西港區中山路口 / 臺南市西港區中山路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.199800,23.132875
111年05月03日 16時17分00秒,臺中市石岡區萬興里豐勢路760號前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),120.791029,24.273026
